"x","y","mmi","mmi_class"
1473159.20486727,1829969.31589394,63.12,"Good"
1501927.69012503,1742498.78804454,25.47,"Poor"
1376851.58185858,1671020.62474632,22.82,"Poor"
1445926.91366321,1743975.62538163,7.33,"Poor"
1311416.24705434,1665607.06327763,38.33,"Fair"
1635999.48617165,1844904.67949033,46.75,"Fair"
1647907.06661884,1706473.47434589,65.75,"Good"
1432934.23270602,1625760.02571767,35.15,"Fair"
1394745.76451742,1786533.8522921,68.33,"Good"
1585430.34571036,1856057.00284908,72.85,"Good"
1502737.15708949,1640584.45836101,32.47,"Fair"
1326466.81360632,1674519.1572987,63.83,"Good"
1457677.6445484,1692441.96992098,55.83,"Good"
1539681.6677643,1753157.37812683,45.1,"Good"
1554047.54764649,1941947.01541715,3.05,"Poor"
1164031.16892318,1589022.18060892,39.7,"Fair"
1447118.44592167,1703936.21523143,27.67,"Poor"
1604892.80013428,1760931.44851625,20.53,"Poor"
1467886.67762468,1685514.30923279,34.87,"Fair"
1305452.03702658,1627246.7433674,39.95,"Fair"
1536373.13118433,1790923.18492204,58.45,"Good"
1577898.29002585,1676075.00647307,29.73,"Poor"
1854819.68817023,2596629.73749,61.18,"Good"
1810062.74821868,2643058.52459617,55.03,"Good"
1844032.66206329,2555392.676297,59.27,"Good"
1864775.512276,2659513.12009555,70.78,"Good"
1817109.62226562,2579506.60232293,60.2,"Good"
1889949.18317047,2434239.2182088,24.17,"Poor"
1836311.02348562,2548574.33536219,64.52,"Good"
1867479.4536474,2458158.01316526,41.97,"Fair"
1850877.10389493,2539502.40303331,70.02,"Good"
1858449.6899551,2443981.47704526,55.57,"Good"
1795669.53554474,2605778.93065671,11.77,"Poor"
1863084.73895231,2506861.98084672,38.53,"Poor"
1864389.69868082,2543419.58950409,50.55,"Fair"
1807706.87874768,2601022.4876496,67.52,"Good"
1833733.81219209,2526294.93301458,54.25,"Fair"
1880698.24541487,2531700.24778733,59.57,"Good"
1905106.56326055,2690013.92869456,56.58,"Good"
1832740.18846312,2595338.55835921,56.2,"Good"
1818091.50262669,2662795.36511654,72.93,"Good"
1876205.20491539,2578316.91746572,59.03,"Good"
1877574.23100341,2642471.94607674,58.55,"Good"
1879516.32659037,2447358.09273443,70.1,"Good"
1857337.04738691,2460834.22828152,58.18,"Good"
1854841.39245666,2537180.06146303,71.62,"Good"
-1659969.69239596,3049314.38473622,53.63,"Good"
-1964267.97145088,2926497.22068815,68.73,"Good"
-1970236.39845269,2849070.47836067,56.88,"Good"
-1810910.61024994,3003795.38025985,69.95,"Good"
-1850079.89635348,2960277.58146807,57.53,"Good"
-1957117.83321325,2836552.96959148,23.18,"Poor"
-2013327.99662847,2958320.20772284,14.52,"Poor"
-1738426.21597728,3101236.01276294,66.4,"Good"
-1881890.2814224,2766496.59167684,2.38,"Poor"
-1920306.4937115,3100747.13468646,12.43,"Poor"
-1885813.05504345,2862625.2863262,85.53,"Good"
-1698857.69486923,2786769.28175056,65.98,"Good"
-1978803.97639952,2889331.48154493,38.63,"Fair"
-1898457.31651082,3003760.12208253,58.45,"Good"
-2068783.26440081,2949878.7508252,17.05,"Poor"
-1748433.826809,2938745.55252653,37.35,"Poor"
-1914528.72009622,3021316.79246753,32.08,"Poor"
-2088447.28995349,2885359.40736267,1.17,"Poor"
-1891702.51320189,3110761.78100145,55.83,"Good"
-1802374.16685174,2811615.33812298,41.57,"Poor"
-1938778.29732136,3010721.2163668,22.95,"Poor"
-1788260.59569207,3034124.35548327,74.88,"Good"
-1630896.98313695,2814130.1919835,0,"Poor"
-2057280.87572037,2881884.89419133,34.48,"Poor"
-1591080.22862099,2921187.63420157,19.55,"Poor"
-2054906.46082033,2839107.71838584,0,"Poor"
-1900750.46764674,2897866.32211194,67.35,"Good"
-1797605.15533304,3051636.80913576,78.25,"Good"
-2093540.61228056,2983813.64206178,33.92,"Poor"
-1881650.27819782,2964255.5512506,50.55,"Good"
-2110898.55301037,2927142.42635833,49.47,"Fair"
-1718426.33143429,2767386.83907582,19.62,"Poor"
-2064100.76762456,3034477.92174385,32.68,"Poor"
-1576302.62609989,2948124.46642605,64.13,"Good"
-2087950.220995,2990012.36389958,61.75,"Good"
423674.691652649,2407704.00188514,0.33,"Poor"
389724.57151044,2641624.03177628,47.5,"Good"
371219.40934519,2467998.78983867,20.53,"Poor"
471573.372019234,2462429.83807337,39.55,"Good"
489876.691378896,2301182.85537568,25.65,"Fair"
413169.715069894,2515647.52862982,34.08,"Fair"
625565.156336991,2246845.33353451,30.3,"Fair"
495976.684529893,2220302.20526019,22.12,"Poor"
589363.785690951,2528586.54923058,55.08,"Good"
586312.369380571,2377069.58525983,10.38,"Poor"
607904.953946603,2298312.22691377,29.77,"Fair"
387152.566113925,2417076.01785486,17.22,"Poor"
371545.341884362,2528906.00044069,65.1,"Good"
311239.118483977,2638427.30568354,26.88,"Fair"
530689.731347947,2493946.76532516,41.22,"Good"
476361.558744236,2408501.63409835,25.47,"Fair"
420031.077370659,2368318.70579515,40.62,"Good"
401933.227386429,2338683.79984921,27.63,"Fair"
520735.973405942,2545613.03797843,36.33,"Fair"
261699.824780432,2415404.97818986,15.52,"Poor"
474835.159313446,2349926.53112346,44.3,"Good"
402658.577550808,2249249.61326886,38.47,"Good"
460434.566832046,2372751.47546731,12.75,"Poor"
437267.392919112,2182664.4858181,38.22,"Good"
498837.105583782,2263257.22587602,23.15,"Fair"
383058.068994934,2427463.37573314,45.43,"Good"
378647.024612718,2324495.18029041,39.72,"Good"
579544.486045698,2477079.33426481,30.3,"Fair"
431876.612018881,2294420.49395715,37.48,"Good"
405184.534335206,2614266.65934642,22.97,"Fair"
375646.845740902,2529298.08691247,57.97,"Good"
486009.521894204,2198876.83707625,44.2,"Good"
416859.333164726,2373926.6912884,51.78,"Good"
576433.725232217,2232737.24654098,24.5,"Poor"
324961.751549443,2381569.49846964,33.88,"Fair"
509984.426940707,2302788.73099482,8.68,"Poor"
350004.21725827,2448090.89774679,10.48,"Poor"
641515.704517061,2460251.00226891,28.95,"Fair"
380592.51212963,2306698.95101775,38.98,"Good"
490765.15451569,2502281.9866644,48.73,"Good"
322408.200087335,2424544.43118009,30.65,"Fair"
422970.114771633,2196171.25040606,41.15,"Good"
408058.3535421,2635515.56197557,39.97,"Good"
546901.433346055,2334293.21879767,26.92,"Fair"
625924.773354398,2527328.92882491,77.35,"Good"
433922.147999701,2448310.86741935,52.48,"Good"
406103.959605023,2230738.00377764,30.28,"Fair"
543360.812328599,2292858.78575934,0,"Poor"
274826.777888221,2480734.84870336,27.9,"Fair"
380266.887573232,2340161.44966524,35.5,"Fair"
406231.972145051,2443090.74886267,19.92,"Poor"
306200.799207017,2527681.71919067,53.75,"Good"
362779.297106281,2653331.65223776,56.13,"Good"
498140.438743022,2487460.80852709,54.55,"Good"
540531.886854559,2467469.03435085,47.58,"Good"
346813.066148833,2523286.92187257,22.32,"Poor"
1311202.43471357,1767200.3047349,15.65,"Poor"
1291096.46918592,1849644.47657727,42.7,"Fair"
1474207.48646381,1937125.48223418,61.45,"Good"
1340585.91488327,1949203.28312708,45.18,"Good"
1217973.75563666,1701081.76627067,34,"Fair"
1250242.20121991,1886236.04634588,18.25,"Poor"
1297935.30623711,1832111.50853823,39.98,"Fair"
1188267.87698496,1789127.36867923,23.05,"Poor"
1333688.07327416,1831980.05472771,57.97,"Good"
1243422.53194484,1794286.56292442,14.22,"Poor"
1191351.04264943,1841688.78748311,0,"Poor"
1490043.19446585,1957695.92051263,83.77,"Good"
1377030.70394668,1802163.34842673,61.97,"Good"
1170405.06342584,1776690.09004041,30.42,"Poor"
1494810.04970733,1966915.41517598,38.87,"Fair"
1265065.61805122,1897534.84820747,28.17,"Poor"
1283346.11193747,1930822.85889543,30.48,"Poor"
1294329.9358055,1856036.33069876,34.43,"Fair"
1181778.16509514,1800896.29389459,30.03,"Poor"
1355226.8306576,1962026.51364418,0,"Poor"
1281815.79073617,1714926.98380007,63.57,"Good"
1224613.00355825,1805505.26891504,1.68,"Poor"
1461175.7098924,1938434.31788405,55.6,"Good"
1339018.1527931,1741344.91374053,45.6,"Good"
1206344.80422684,1706049.54936489,29.75,"Poor"
1497698.90272898,1983486.15220608,50.33,"Good"
1198080.12388809,1781474.30093745,32.43,"Fair"
-1214290.81993659,2166454.51830132,19.5,"Poor"
-729781.590602193,2380923.99755868,33.87,"Poor"
-868377.663267258,2418156.65555277,8.33,"Poor"
-1067349.48246338,2282666.57116681,54.47,"Good"
-828541.415311335,2344021.82830505,31.38,"Poor"
-850994.701936225,2118287.04840449,70.83,"Good"
-1030710.19071718,2352761.02908444,20.83,"Poor"
-1189103.41974504,2412056.02456456,40.23,"Fair"
-707708.825709062,2155342.34108183,19.98,"Poor"
-970229.469769074,2507905.04163278,56.03,"Fair"
-797176.37753954,2458421.29768935,47.82,"Fair"
-1066889.90584247,2072832.8230367,43.47,"Fair"
-826158.175519186,2250486.48546696,47.87,"Fair"
-1084481.6983358,2140882.05582055,19.05,"Poor"
-1058485.19236218,2462360.65468178,64.85,"Good"
-827466.825524389,2313762.34061549,3.88,"Poor"
-870088.432112005,2476110.50392297,68.1,"Good"
-735352.436263511,2440036.59102032,24.52,"Poor"
-1190224.58716633,2207775.66843823,27.93,"Poor"
-944900.127642184,2423044.42711901,75.18,"Good"
-668439.208143402,2290935.12298155,25.73,"Poor"
-929654.846528479,2096755.23458884,10.97,"Poor"
-712298.961185367,2288785.73106998,45.05,"Fair"
-816138.612303546,2456298.5614225,81.63,"Good"
-811712.510050796,2373964.64519151,45.17,"Fair"
-841057.810117887,2249498.52716735,67.78,"Good"
-1148180.33300059,2191863.83058137,46.78,"Fair"
-868099.920172882,2401873.86215932,28.72,"Poor"
-688555.889429151,2408900.4918535,4.9,"Poor"
-736863.177310389,2158629.30145671,60.73,"Good"
-1189610.99172686,2293929.47900757,40.32,"Fair"
-983403.72788849,2455331.16332776,36.52,"Poor"
-651069.646588208,2309728.64195959,47.18,"Fair"
-902476.51303601,2122445.4739628,25.37,"Poor"
-799918.003679914,2466421.99437438,67.07,"Good"
-805604.931251245,2043698.15121692,69.13,"Good"
-1135859.62149449,2292844.32693472,64.28,"Good"
-753518.238444436,2365519.1904604,36.68,"Poor"
-825420.746625066,2169558.63568411,49.28,"Fair"
-1067199.97519945,2245832.73479284,77.63,"Good"
-710553.009964055,2313467.99138634,29.58,"Poor"
-856501.973337878,2325786.20985091,44,"Fair"
-657738.363756136,2318396.39559832,35.17,"Poor"
-1132977.76508765,2257015.89716173,56.37,"Fair"
-706758.984791681,2451194.35716682,39.25,"Poor"
-763544.322949067,2225698.9136968,68.78,"Good"
-809984.336923961,2239374.86436216,89.02,"Good"
-849408.300452382,2385534.20070627,47.35,"Fair"
-1113106.68960049,2377400.35487795,38.5,"Fair"
-1079717.4622875,2471045.05253044,44.43,"Fair"
-900074.741283005,2444793.93372454,17.83,"Poor"
-706474.593417041,2433397.99618142,31.72,"Poor"
-1181999.58737454,2221638.81327918,10.92,"Poor"
